oracle-run: started_at=2026-05-09T02:28:55+02:00
oracle-run: root=/home/t4ce/REPOS/TRUEOS
oracle-run: out_dir=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest
oracle-run: render_nodes=total 0;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:00:02.0-card -> ../card1;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:00:02.0-render -> ../renderD128;lrwxrwxrwx 1 root root  8 May  7 23:32 pci-0000:01:00.0-card -> ../card2;lrwxrwxrwx 1 root root  8 May  7 23:31 pci-0000:01:00.0-platform-simple-framebuffer.0-card -> ../card0;lrwxrwxrwx 1 root root 13 May  7 23:32 pci-0000:01:00.0-render -> ../renderD129;
oracle-run: lspci=00:02.0 Display controller [0380]: Intel Corporation Raptor Lake-S GT1 [UHD Graphics 770] [8086:a780] (rev 04)
/home/t4ce/REPOS/TRUEOS/tools/intel_userland_oracle/sentinel.comp
oracle-run: build_ok=1
oracle-run: env MESA_VK_DEVICE_SELECT=8086:a780
oracle-run: env VK_LOADER_DRIVERS_SELECT=*intel*
oracle-run: env TRUEOS_ORACLE_VK_DEVICE_ID=0xA780
oracle-run: env TRUEOS_ORACLE_MAX_DUMP_BYTES=0
oracle-run: env TRUEOS_ORACLE_TRACE_STACKS=1
oracle-run: env TRUEOS_ORACLE_STACK_DEPTH=64
oracle-run: env TRUEOS_ORACLE_TRACE_SNAPSHOTS=1
oracle-run: env TRUEOS_ORACLE_REQUIRE_HW=0
oracle-run: hw_mmio=attempt-sudo-noninteractive
sudo-rs: interactive authentication is required
oracle-run: hw_mmio_sampler_unavailable reason=sudo-noninteractive-failed log=/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/hw_mmio_log.txt
trace seq=1 t_ns=97017974065689 trace-start pid=700457 out_dir="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest" max_dump_mode=full max_dump_cap=0x0 trace_stacks=1 stack_depth=64 trace_snapshots=1
trace seq=2 t_ns=97017974122481 artifact tag=start file="dumps/000001_start_proc_status.txt"
trace seq=3 t_ns=97017974152117 artifact tag=start file="dumps/000002_start_proc_maps.txt"
trace seq=4 t_ns=97017974167618 artifact tag=start file="dumps/000003_start_proc_limits.txt"
trace seq=5 t_ns=97017974268169 artifact tag=start file="dumps/000004_start_proc_mountinfo.txt"
trace seq=6 t_ns=97017974297071 artifact tag=start file="dumps/000005_start_fd.txt"
trace seq=7 t_ns=97017974378526 artifact tag=start file="dumps/000006_start_proc_smaps.txt"
trace seq=8 t_ns=97017974394006 artifact tag=start file="dumps/000007_start_environ.txt"
oracle-app: wanted vendor=0x8086 device=0xA780
oracle-app: lens macro=begin workload=one-workgroup-empty-circle lanes=8
trace seq=9 t_ns=97017976520239 open64 fd=4 flags=0x0 path="/usr/share/drirc.d/00-mesa-defaults.conf"
trace-stack seq=219 tag=ioctl-exit frame=17 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=220 t_ns=97018001524938 ioctl-enter fd=4 path="/dev/dri/renderD128" request=0xC0106479 name=DRM_IOCTL_I915_QUERY arg=0x7ffc9c2685a0
trace seq=221 t_ns=97018001565972 stack tag=open64 pid=700457 tid=700458 depth=11
trace-stack seq=221 tag=open64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=221 tag=open64 frame=1 pc=0x71e726e02bdd symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(open64+0xed) [0x71e726e02bdd]"
trace-stack seq=221 tag=open64 frame=2 pc=0x71e7241f41f5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f41f5) [0x71e7241f41f5]"
trace-stack seq=221 tag=open64 frame=3 pc=0x71e7241fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x71e7241fecba]"
trace-stack seq=221 tag=open64 frame=4 pc=0x71e7241ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x71e7241ff507]"
trace-stack seq=221 tag=open64 frame=5 pc=0x71e726aa94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x71e726aa94a4]"
trace-stack seq=221 tag=open64 frame=6 pc=0x71e726aa9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x71e726aa9519]"
trace-stack seq=221 tag=open64 frame=7 pc=0x71e7241fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x71e7241fd28d]"
trace-stack seq=221 tag=open64 frame=8 pc=0x71e72421734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x71e72421734c]"
trace-stack seq=221 tag=open64 frame=9 pc=0x71e726aa3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x71e726aa3d64]"
trace-stack seq=221 tag=open64 frame=10 pc=0x71e726b373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x71e726b373fc]"
trace seq=222 t_ns=97018001574727 close fd=5 path="/sys/devices/system/cpu/cpu5/cpu_capacity"
trace seq=223 t_ns=97018001598910 stack tag=ioctl-enter pid=700457 tid=700457 depth=17
trace-stack seq=223 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=223 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=223 tag=ioctl-enter frame=2 pc=0x71e7244560d5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6560d5) [0x71e7244560d5]"
trace-stack seq=223 tag=ioctl-enter frame=3 pc=0x71e72424a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x71e72424a735]"
trace-stack seq=223 tag=ioctl-enter frame=4 pc=0x71e723e89e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x71e723e89e40]"
trace-stack seq=223 tag=ioctl-enter frame=5 pc=0x71e723e8bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x71e723e8bdac]"
trace-stack seq=223 tag=ioctl-enter frame=6 pc=0x71e7241e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x71e7241e08e4]"
trace-stack seq=223 tag=ioctl-enter frame=7 pc=0x71e7241e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x71e7241e0a02]"
trace-stack seq=223 tag=ioctl-enter frame=8 pc=0x71e7241e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x71e7241e1592]"
trace-stack seq=223 tag=ioctl-enter frame=9 pc=0x71e726da5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x71e726da5e78]"
trace-stack seq=223 tag=ioctl-enter frame=10 pc=0x71e726da66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x71e726da66df]"
trace-stack seq=223 tag=ioctl-enter frame=11 pc=0x71e7257eae33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x71e7257eae33]"
trace-stack seq=223 tag=ioctl-enter frame=12 pc=0x71e726dad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x71e726dad828]"
trace-stack seq=223 tag=ioctl-enter frame=13 pc=0x55bcd0e7293b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x19b) [0x55bcd0e7293b]"
trace-stack seq=223 tag=ioctl-enter frame=14 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=223 tag=ioctl-enter frame=15 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=223 tag=ioctl-enter frame=16 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=224 t_ns=97018001614904 ioctl-exit fd=4 request=0xC0106479 name=DRM_IOCTL_I915_QUERY ret=0 errno=0
trace seq=225 t_ns=97018001652321 stack tag=close pid=700457 tid=700458 depth=11
trace-stack seq=225 tag=close frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=225 tag=close frame=1 pc=0x71e726e02e9a symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(close+0x8a) [0x71e726e02e9a]"
trace-stack seq=225 tag=close frame=2 pc=0x71e7241f436f symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f436f) [0x71e7241f436f]"
trace-stack seq=225 tag=close frame=3 pc=0x71e7241fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x71e7241fecba]"
trace-stack seq=225 tag=close frame=4 pc=0x71e7241ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x71e7241ff507]"
trace-stack seq=225 tag=close frame=5 pc=0x71e726aa94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x71e726aa94a4]"
trace-stack seq=225 tag=close frame=6 pc=0x71e726aa9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x71e726aa9519]"
trace-stack seq=225 tag=close frame=7 pc=0x71e7241fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x71e7241fd28d]"
trace-stack seq=225 tag=close frame=8 pc=0x71e72421734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x71e72421734c]"
trace-stack seq=225 tag=close frame=9 pc=0x71e726aa3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x71e726aa3d64]"
trace-stack seq=225 tag=close frame=10 pc=0x71e726b373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x71e726b373fc]"
trace seq=226 t_ns=97018001663823 open64 fd=5 flags=0x0 path="/sys/devices/system/cpu/cpu6/cpu_capacity"
trace seq=227 t_ns=97018001688488 stack tag=ioctl-exit pid=700457 tid=700457 depth=17
trace-stack seq=227 tag=ioctl-exit frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=227 tag=ioctl-exit frame=1 pc=0x71e726e03982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x71e726e03982]"
trace-stack seq=227 tag=ioctl-exit frame=2 pc=0x71e7244560d5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x6560d5) [0x71e7244560d5]"
trace-stack seq=227 tag=ioctl-exit frame=3 pc=0x71e72424a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x71e72424a735]"
trace-stack seq=227 tag=ioctl-exit frame=4 pc=0x71e723e89e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x71e723e89e40]"
trace-stack seq=227 tag=ioctl-exit frame=5 pc=0x71e723e8bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x71e723e8bdac]"
trace-stack seq=227 tag=ioctl-exit frame=6 pc=0x71e7241e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x71e7241e08e4]"
trace-stack seq=227 tag=ioctl-exit frame=7 pc=0x71e7241e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x71e7241e0a02]"
trace-stack seq=227 tag=ioctl-exit frame=8 pc=0x71e7241e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x71e7241e1592]"
trace-stack seq=227 tag=ioctl-exit frame=9 pc=0x71e726da5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x71e726da5e78]"
trace-stack seq=227 tag=ioctl-exit frame=10 pc=0x71e726da66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x71e726da66df]"
trace-stack seq=227 tag=ioctl-exit frame=11 pc=0x71e7257eae33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x71e7257eae33]"
trace-stack seq=227 tag=ioctl-exit frame=12 pc=0x71e726dad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x71e726dad828]"
trace-stack seq=227 tag=ioctl-exit frame=13 pc=0x55bcd0e7293b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x19b) [0x55bcd0e7293b]"
trace-stack seq=227 tag=ioctl-exit frame=14 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=227 tag=ioctl-exit frame=15 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=227 tag=ioctl-exit frame=16 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=228 t_ns=97018001708228 ioctl-enter fd=4 path="/dev/dri/renderD128" request=0xC0186474 name=DRM_IOCTL_I915_GEM_CONTEXT_GETPARAM arg=0x7ffc9c2685b0
trace seq=229 t_ns=97018001739554 stack tag=open64 pid=700457 tid=700458 depth=11
trace-stack seq=229 tag=open64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=229 tag=open64 frame=1 pc=0x71e726e02bdd symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(open64+0xed) [0x71e726e02bdd]"
trace-stack seq=229 tag=open64 frame=2 pc=0x71e7241f41f5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f41f5) [0x71e7241f41f5]"
trace-stack seq=229 tag=open64 frame=3 pc=0x71e7241fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x71e7241fecba]"
trace-stack seq=229 tag=open64 frame=4 pc=0x71e7241ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x71e7241ff507]"
trace-stack seq=229 tag=open64 frame=5 pc=0x71e726aa94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x71e726aa94a4]"
trace-stack seq=229 tag=open64 frame=6 pc=0x71e726aa9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x71e726aa9519]"
trace-stack seq=229 tag=open64 frame=7 pc=0x71e7241fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x71e7241fd28d]"
trace-stack seq=229 tag=open64 frame=8 pc=0x71e72421734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x71e72421734c]"
trace-stack seq=229 tag=open64 frame=9 pc=0x71e726aa3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x71e726aa3d64]"
trace-stack seq=229 tag=open64 frame=10 pc=0x71e726b373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x71e726b373fc]"
trace seq=230 t_ns=97018001747877 close fd=5 path="/sys/devices/system/cpu/cpu6/cpu_capacity"
trace seq=231 t_ns=97018001779094 stack tag=ioctl-enter pid=700457 tid=700457 depth=17
trace-stack seq=231 tag=ioctl-enter frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=231 tag=ioctl-enter frame=1 pc=0x71e726e038bc symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x2fc) [0x71e726e038bc]"
trace-stack seq=231 tag=ioctl-enter frame=2 pc=0x71e724456171 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x656171) [0x71e724456171]"
trace-stack seq=231 tag=ioctl-enter frame=3 pc=0x71e72424a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x71e72424a735]"
trace-stack seq=231 tag=ioctl-enter frame=4 pc=0x71e723e89e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x71e723e89e40]"
trace-stack seq=231 tag=ioctl-enter frame=5 pc=0x71e723e8bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x71e723e8bdac]"
trace-stack seq=231 tag=ioctl-enter frame=6 pc=0x71e7241e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x71e7241e08e4]"
trace-stack seq=231 tag=ioctl-enter frame=7 pc=0x71e7241e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x71e7241e0a02]"
trace-stack seq=231 tag=ioctl-enter frame=8 pc=0x71e7241e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x71e7241e1592]"
trace-stack seq=231 tag=ioctl-enter frame=9 pc=0x71e726da5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x71e726da5e78]"
trace-stack seq=231 tag=ioctl-enter frame=10 pc=0x71e726da66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x71e726da66df]"
trace-stack seq=231 tag=ioctl-enter frame=11 pc=0x71e7257eae33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x71e7257eae33]"
trace-stack seq=231 tag=ioctl-enter frame=12 pc=0x71e726dad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x71e726dad828]"
trace-stack seq=231 tag=ioctl-enter frame=13 pc=0x55bcd0e7293b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x19b) [0x55bcd0e7293b]"
trace-stack seq=231 tag=ioctl-enter frame=14 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=231 tag=ioctl-enter frame=15 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=231 tag=ioctl-enter frame=16 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=232 t_ns=97018001798894 ioctl-exit fd=4 request=0xC0186474 name=DRM_IOCTL_I915_GEM_CONTEXT_GETPARAM ret=0 errno=0
trace seq=233 t_ns=97018001832072 stack tag=close pid=700457 tid=700458 depth=11
trace-stack seq=233 tag=close frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=233 tag=close frame=1 pc=0x71e726e02e9a symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(close+0x8a) [0x71e726e02e9a]"
trace-stack seq=233 tag=close frame=2 pc=0x71e7241f436f symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f436f) [0x71e7241f436f]"
trace-stack seq=233 tag=close frame=3 pc=0x71e7241fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x71e7241fecba]"
trace-stack seq=233 tag=close frame=4 pc=0x71e7241ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x71e7241ff507]"
trace-stack seq=233 tag=close frame=5 pc=0x71e726aa94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x71e726aa94a4]"
trace-stack seq=233 tag=close frame=6 pc=0x71e726aa9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x71e726aa9519]"
trace-stack seq=233 tag=close frame=7 pc=0x71e7241fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x71e7241fd28d]"
trace-stack seq=233 tag=close frame=8 pc=0x71e72421734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x71e72421734c]"
trace-stack seq=233 tag=close frame=9 pc=0x71e726aa3d64 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa3d64) [0x71e726aa3d64]"
trace-stack seq=233 tag=close frame=10 pc=0x71e726b373fc symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x1373fc) [0x71e726b373fc]"
trace seq=234 t_ns=97018001847007 open64 fd=5 flags=0x0 path="/sys/devices/system/cpu/cpu7/cpu_capacity"
trace seq=235 t_ns=97018001873796 stack tag=ioctl-exit pid=700457 tid=700457 depth=17
trace-stack seq=235 tag=ioctl-exit frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=235 tag=ioctl-exit frame=1 pc=0x71e726e03982 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(ioctl+0x3c2) [0x71e726e03982]"
trace-stack seq=235 tag=ioctl-exit frame=2 pc=0x71e724456171 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x656171) [0x71e724456171]"
trace-stack seq=235 tag=ioctl-exit frame=3 pc=0x71e72424a735 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x44a735) [0x71e72424a735]"
trace-stack seq=235 tag=ioctl-exit frame=4 pc=0x71e723e89e40 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x89e40) [0x71e723e89e40]"
trace-stack seq=235 tag=ioctl-exit frame=5 pc=0x71e723e8bdac symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x8bdac) [0x71e723e8bdac]"
trace-stack seq=235 tag=ioctl-exit frame=6 pc=0x71e7241e08e4 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e08e4) [0x71e7241e08e4]"
trace-stack seq=235 tag=ioctl-exit frame=7 pc=0x71e7241e0a02 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e0a02) [0x71e7241e0a02]"
trace-stack seq=235 tag=ioctl-exit frame=8 pc=0x71e7241e1592 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3e1592) [0x71e7241e1592]"
trace-stack seq=235 tag=ioctl-exit frame=9 pc=0x71e726da5e78 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x36e78) [0x71e726da5e78]"
trace-stack seq=235 tag=ioctl-exit frame=10 pc=0x71e726da66df symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(+0x376df) [0x71e726da66df]"
trace-stack seq=235 tag=ioctl-exit frame=11 pc=0x71e7257eae33 symbol="/lib/x86_64-linux-gnu/libVkLayer_MESA_device_select.so(+0x4e33) [0x71e7257eae33]"
trace-stack seq=235 tag=ioctl-exit frame=12 pc=0x71e726dad828 symbol="/lib/x86_64-linux-gnu/libvulkan.so.1(vkEnumeratePhysicalDevices+0x98) [0x71e726dad828]"
trace-stack seq=235 tag=ioctl-exit frame=13 pc=0x55bcd0e7293b symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(main+0x19b) [0x55bcd0e7293b]"
trace-stack seq=235 tag=ioctl-exit frame=14 pc=0x71e726a2a575 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0x2a575) [0x71e726a2a575]"
trace-stack seq=235 tag=ioctl-exit frame=15 pc=0x71e726a2a628 symbol="/lib/x86_64-linux-gnu/libc.so.6(__libc_start_main+0x88) [0x71e726a2a628]"
trace-stack seq=235 tag=ioctl-exit frame=16 pc=0x55bcd0e737e5 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/vk_compute_sentinel(_start+0x25) [0x55bcd0e737e5]"
trace seq=236 t_ns=97018001911259 open64 fd=6 flags=0x0 path="/proc/sys/dev/i915/perf_stream_paranoid"
trace seq=237 t_ns=97018001921217 stack tag=open64 pid=700457 tid=700458 depth=11
trace-stack seq=237 tag=open64 frame=0 pc=0x71e726e025f0 symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(+0x25f0) [0x71e726e025f0]"
trace-stack seq=237 tag=open64 frame=1 pc=0x71e726e02bdd symbol="/home/t4ce/REPOS/TRUEOS/.codex_tmp/intel_userland_oracle/latest/build/libtrueos_ioctl_trace.so(open64+0xed) [0x71e726e02bdd]"
trace-stack seq=237 tag=open64 frame=2 pc=0x71e7241f41f5 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3f41f5) [0x71e7241f41f5]"
trace-stack seq=237 tag=open64 frame=3 pc=0x71e7241fecba symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fecba) [0x71e7241fecba]"
trace-stack seq=237 tag=open64 frame=4 pc=0x71e7241ff507 symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3ff507) [0x71e7241ff507]"
trace-stack seq=237 tag=open64 frame=5 pc=0x71e726aa94a4 symbol="/lib/x86_64-linux-gnu/libc.so.6(+0xa94a4) [0x71e726aa94a4]"
trace-stack seq=237 tag=open64 frame=6 pc=0x71e726aa9519 symbol="/lib/x86_64-linux-gnu/libc.so.6(pthread_once+0x19) [0x71e726aa9519]"
trace-stack seq=237 tag=open64 frame=7 pc=0x71e7241fd28d symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x3fd28d) [0x71e7241fd28d]"
trace-stack seq=237 tag=open64 frame=8 pc=0x71e72421734c symbol="/lib/x86_64-linux-gnu/libvulkan_intel.so(+0x41734c) [0x71e72421734c]"
